"2017-06-28 11:09:18",A32-1237/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SENIŪNIJOJE PATIKRINIMO AKTAS 2017.06.28","Files/Justiniškių/2017/06/28/46793842/Rygos g. 14.jpg"
"2017-06-26 09:46:38",A32-1208/17(2.1.15-S4),Justiniškių,"DEFEKTINIS AKTAS 2017.06.23","Files/Justiniškių/2017/06/26/46763862/Defektinis aktas.pdf"
"2017-06-23 14:42:38",A32-1199/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS 2017-06-23 D. DEFEKTINIS AKTAS","Files/Justiniškių/2017/06/23/46759096/Viršuliškių g. 11 2017-06-23 Viso 0,5 kūb. m...jpg"
"2017-06-22 13:14:44",A32-1137/17(2.1.15-S4),Justiniškių,"TERITORIJOS PATIKRINIMO AKTAS 2017.06.22","Files/Justiniškių/2017/06/22/46742535/Aktas Nr. 1.pdf"
"2017-06-22 11:12:12",A32-1131/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS TERITORIJOS 2017-06-22 D. PATIKRINIMO AKTAS","Files/Justiniškių/2017/06/22/46740450/Viršuliškių seniūnijos teritorijos 2017-06-22 d. patikrinimo aktas.pdf"
"2017-06-21 16:16:27",A32-1124/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR AŽ KONTEINERIŲ AIKŠTELIŲ VIRŠULIŠKIŲ SEN. 2017.06.15-20 D. PATIKRINIMO AKTAS","Files/Justiniškių/2017/06/21/46733538/Tujų g. 21 UAB Ecoservice mišr. k. a. neišvežta senų baldų atliekos2017-06-15.jpg"
"2017-06-21 14:13:11",A32-1117/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SENIŪNIJOJE PATIKRINIMO AKTAS 2017.06.21","Files/Justiniškių/2017/06/21/46730228/Rygos g. 14 (1).jpg"
"2017-06-16 15:11:43",A32-1064/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS TERITORIJOS 2016-06-15 D. PATIKRINIMO AKTAS","Files/Justiniškių/2017/06/16/46690093/Viršuliškių teritorijos 2017-06-15 d. patikrinimo aktas.pdf"
"2017-06-16 15:03:42",A32-1063/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SENIŪNIJOJE PATIKRINIMO AKTAS

2017 m. birželio 15 d.","Files/Justiniškių/2017/06/16/46684806/Aktas Nr. 4.pdf"
"2017-06-14 16:06:03",A32-1034/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS KA. IR AŽ. AIKŠTELIŲ 2017-06-14 D. PATIKRINIMO AKTAS","Files/Justiniškių/2017/06/14/46657673/J. Matulaičio a. 11 UAB Ecoservice k. a. perkrautas popieriui skirtas konteineris 2017-06-13_.jpg"
"2017-06-09 13:53:05",A32-1005/17(2.1.15-S4),Justiniškių,"DĖL ATLIEKŲ SAVALAIKIO IŠVEŽIMO","Files/Justiniškių/2017/06/09/46623593/Viršuliškių g. 55 neišvežtas lovos matrasas (2017-06-08).jpg"
"2017-06-09 13:48:30",A32-1003/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ TERITORIJOS 2017-06-08 PATIKRINIMO AKTAS","Files/Justiniškių/2017/06/09/46613665/Viršuliškių seniūnijos teritorijos 2017-06-08 patikrinimo aktas..doc"
"2017-06-20 16:20:04",A32-1108/17(2.1.15-S5),Karoliniškių,"TERITORIJOS PATIKRINIMO AKTAS","Files/Karoliniškių/2017/06/20/46721345/Teritorijos+patikrinimo+aktas 612.-16..docx"
