"2017-10-19 11:26:25",A32-2431/17(2.1.15-S3),Grigiškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERINIŲ AIKŠTELIŲ GRIGIŠKIŲ SENIŪNIJOJE PATIKRINIMO AKTAS","Files/Grigiškių/2017/10/19/47830794/konteinerių patikrinimo aktas.docx"
"2017-10-12 09:40:48",A32-2361/17(2.1.15-S3),Grigiškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ GRIGIŠKIŲ SENIŪNIJOJE PATIKRINIMO AKTAS.","Files/Grigiškių/2017/10/12/47753331/konteinerių patikrinimo aktas 10,12.docx"
"2017-10-12 09:32:32",A32-2360/17(2.1.15-S3),Grigiškių,"TERITORIJOS PATIKRINIMO AKTAS","Files/Grigiškių/2017/10/12/47753182/Aktas patikrinimo 10-12.docx"
"2017-10-05 11:06:09",A32-2302/17(2.1.15-S3),Grigiškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERINIŲ AIKŠTELIŲ GRIGIŠKIŲ SANIŪNIJOJE PATIKRINIMO AKTAS","Files/Grigiškių/2017/10/05/47687508/konteinerių patikrinimo aktas 10,05.docx"
"2017-10-05 10:51:16",A32-2301/17(2.1.15-S3),Grigiškių,"TERITORIJOS  PATIKRIKRINIMO AKTAS","Files/Grigiškių/2017/10/05/47687150/Aktas patikrinimo 10-05.docx"
"2017-12-27 09:53:21",A32-3057/17(2.1.15-S4),Justiniškių,"JUSTINIŠKIŲ SENIŪNIJOS TERITORIJOS KONTEINERIŲ AIKŠTELIŲ 2017-12-27 D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/27/48531511/Justiniškių seniūnijos atliekų konteinerių aikštelių 2017-12-27 d. patikrinimo aktas..pdf"
"2017-12-21 07:58:02",A32-3030/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SEN. PATIKRINIMO AKTAS 2017-12-21","Files/Justiniškių/2017/12/21/48498211/Konteinerių aikštelių patikrinimo aktas Nr. 4.pdf"
"2017-12-19 15:10:52",A32-2965/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ IR JUSTINIŠKIŲ SENIŪNIJŲ TERITORIJŲ 2017.12.18-19 D. D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/19/48477264/Viršuliškių ir Justiniškių  seniūnijų teritorijų 2017.12. 18-19 d. d patikrinimo aktas..doc.pdf"
"2017-12-18 10:24:03",A32-2947/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ  SENIŪNIJOS KONTEINERIŲ AIKŠTELIŲ BŪKLĖS 2017-12-15 D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/18/48455151/Viršuliškių seniūnijos konteinerių aikštelių 2017-12-15 d. patikrinimo aktas..pdf"
"2017-12-14 13:26:19",A32-2914/17(2.1.15-S4),Justiniškių,"TERITORIJOS PATIKRINIMO AKTAS 2017-12-14","Files/Justiniškių/2017/12/14/48426203/Teritorijos patikrinimo aktas Nr.1.pdf"
"2017-12-14 11:22:15",A32-2911/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SEN. PATIKRINIMO AKTAS","Files/Justiniškių/2017/12/14/48423389/Konteinerių aikštelių patikrinimo aktas Nr. 4.pdf"
"2017-12-14 09:29:53",A32-2910/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS TERITORIJOS 2017.12. 12-13 D. D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/14/48419874/Tujų g. 27 nesugriebti medžių lapai, nenurinktos šiukšlės. 20171213_114614.jpg"
"2017-12-11 11:25:42",A32-2886/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS ATLIEKŲ KONTEINERIŲ AIKŠTELIŲ  2017.12. 7-8 D.D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/11/48372481/Viršuliškių seniūnijos atliekų konteinerių aikštelių 2017.12. 7-8 d. d. patikrinimo aktas..pdf"
"2017-12-07 15:26:18",A32-2856/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SEN. PATIKRINIMO AKTAS 2017-12-07","Files/Justiniškių/2017/12/07/48344687/Konteinerių aikštelių patikrinimo aktas Nr. 4.pdf"
"2017-12-06 10:23:09",A32-2847/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS TERITORIJOS 2017-12-6 D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/06/48319657/Viršuliškių seniūnijos 2017-12-6 d. teritorijos patikrinimo aktas..pdf"
"2017-12-04 15:55:37",A32-2833/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS TERITORIJOS 2017-12-4 D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/12/04/48298298/Viršuliškių seniūnijos teritorijos 2017-12-4 d. patikrinimo aktas..pdf"
"2017-11-30 16:00:39",A32-2804/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SEN. PATIKRINIMO AKTAS 2017-11-30","Files/Justiniškių/2017/11/30/48266201/Konteinerių aikštelių patikrinimo aktas Nr. 4.pdf"
"2017-11-29 09:51:23",A32-2786/17(2.1.15-S4),Justiniškių,"METALINĖS SENO TIPO VAIKŲ ŽAIDIMO AIKŠTELĖS","Files/Justiniškių/2017/11/29/48242181/Seno tipo vaikų žaidimo aikštelės.pdf"
"2017-11-28 13:50:52",A32-2774/17(2.1.15-S4),Justiniškių,"DĖL SENŲ LAUKINIŲ OBELŲ (NULŪŽUSIŲ, NUVIRTUSIŲ) NUPJOVIMO, ADRESU VIRŠULIŠKIŲ G. 69","Files/Justiniškių/2017/11/28/48231893/Viršuliškių g. 69 reikalinga nupjauti obelis. (1N) 20171128_104013.jpg"
"2017-11-24 13:58:11",A32-2746/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS TERITORIJOS 2017-11-24 D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/11/24/48200190/Viršuliškių seniūnijos teritorijos 2017.11. 24 d patikrinimo aktas..doc"
"2017-11-24 12:27:49",A32-2738/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS KONTEINERIŲ AIKŠTELIŲ 2017.11. 21-23 D. D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/11/24/48198514/Viršuliškių seniūnijos atliekų konteinerių 2017.11. 24 d.   patikrinimo aktas.docx"
"2017-11-24 09:27:20",A32-2734/17(2.1.15-S4),Justiniškių,"TERITORIJOS PATIKRINIMO AKTAS 2017-11-23","Files/Justiniškių/2017/11/24/48194810/Teritorijos patikrinimo aktas Nr.1.pdf"
"2017-11-23 15:56:43",A32-2729/17(2.1.15-S4),Justiniškių,"KOMUNALINIŲ ATLIEKŲ IR ANTRINIŲ ŽALIAVŲ KONTEINERIŲ AIKŠTELIŲ JUSTINIŠKIŲ SEN. PATIKRINIMO AKTAS 2017-11-23","Files/Justiniškių/2017/11/23/48190157/Konteinerių aikštelių patikrinimo aktas Nr. 4.pdf"
"2017-11-16 15:38:17",A32-2674/17(2.1.15-S4),Justiniškių,"TERITORIJOS PATIKRINIMO AKTAS 2017-11-16","Files/Justiniškių/2017/11/16/48113545/Teritorijos patikrinimo aktas Nr.1.pdf"
"2017-11-16 15:25:12",A32-2673/17(2.1.15-S4),Justiniškių,"VIRŠULIŠKIŲ SENIŪNIJOS KONTEINERIŲ AIKŠTELIŲ 2017-11-15 D. PATIKRINIMO AKTAS.","Files/Justiniškių/2017/11/16/48113272/Viršuliškių seniūnijos konteinerių aikštelių 2017-11-16 d. patikrinimo aktas.pdf"
